episode,Episode_reward,Loss
0,280.79927918855435,
1,341.02955404918794,
2,708.0417268671989,
3,350.05527294408165,
4,594.286188020379,
5,369.3553063310056,55.11825507104397
6,-116.90418283706569,16.00407179027796
7,932.924160051104,11.555678033530713
8,386.74030044882403,11.25137837022543
9,490.8752094285778,9.687090421020985
10,-216.6781359868411,9.794427822232246
11,133.30900387138766,8.211449919641018
12,116.55859307442825,7.65606948852539
13,1.6599949920433428,7.602835855334997
14,240.74865053478618,8.150691859722137
15,1249.445817217939,8.144864162653684
16,141.41736790374074,8.782753210961818
17,17.022543107661242,7.92976691827178
18,-247.04318842006205,9.963015650808812
19,-157.85999095588244,11.64975272655487
20,-69.30311330333248,9.761693882346153
21,599.4224845070605,9.112160377055407
22,519.2506660241576,7.482643493115902
23,431.8959059059252,7.109951668679714
24,332.0754501699213,7.661830395907163
25,-149.74876424695756,9.761246235370637
26,-125.96742318312518,10.204040335565805
27,-12.221376897098464,9.955193619132041
28,-316.3898047697843,11.416491222977639
29,-397.12871665238276,11794.220108129382
30,108.15309463180247,615.0362151008844
31,-184.23374478384196,24.261949134767054
32,-576.6023877848073,209.1026808398962
33,-409.7360902183206,1289.8589265418052
34,-155.9854380393752,2028.0071658205986
35,-578.312511131573,534.9826226556302
36,-431.64955623250785,2756.1994768607615
37,-110.65056835582133,17.98444548636675
38,-492.0704494829372,19.471678835749625
39,-162.32571241121883,1256.8068715941906
40,-453.35664701313976,849.2070108768344
41,-415.35458282495836,33.02886357426643
42,-1115.485440427666,847.198841970563
43,-961.5320651852587,99.30791914224625
44,-575.3925661290344,925.8372868990898
45,-420.11515993726744,223.17774412572385
46,-1189.446301226908,624.2809072649479
47,-1296.648318647269,692.9315625622869
48,-939.6574576693351,92.48170830249786
49,-872.6030890867569,1026.9421051484346
50,-1312.7620984634837,32.61433059632778
51,-870.9882783261645,305.84586228370665
52,-613.1623332619366,77.29914036929607
53,-1222.882010293818,901.683076903224
54,-859.6370827803576,16.85939486771822
55,-1342.5811140020137,145.67897559314966
56,-730.738952334171,440.29352467000484
57,-934.5970372268044,437.81397029817106
58,-1533.6188490230713,281.1314812195301
59,-1415.1766905738912,884.5567551258206
60,-1073.6398176912667,18.48198113977909
61,-1230.0657280129174,379.08476341217755
62,-1650.8486372438617,158.54378021985292
63,-1747.7408627175134,408.81322333037855
64,-1570.0237912052453,219.48188130676746
65,-1217.1257211451486,332.8445707193017
66,-996.6070434447716,345.31836610257625
67,-1118.2394188198568,14.106928730010987
68,-1338.9685108335118,241.15660099565983
69,-812.4611601934862,14.9154612159729
70,-1055.983275635508,687.9810728815198
