episode,Episode_reward,Loss
0,-70.44183245265614,0.002763555194615037
1,-71.42267981911407,0.0024897593068453714
2,-61.277178360650176,0.002415820890273608
3,-56.222789114983144,0.002148856475814682
4,-57.65327634666843,0.002307531303194992
5,-60.22302959009977,0.0020240224765257155
6,-74.66227767092268,0.0022666901124102877
7,-68.61345642905874,0.002558951412720489
8,-70.34295667142871,0.002177935349973268
9,-65.03390951018109,0.002348175934203027
10,-59.52782929560119,0.0019380126325086167
11,-68.36868444604204,0.002073541744521208
12,-74.07738205297686,0.002268589190734929
13,-64.46125399840261,0.0018854187100987474
14,-67.4036529006053,0.002050835969457694
15,-61.461869304209365,0.002119419868940895
16,-72.51664432880929,0.001609379611327313
17,-65.28658072217574,0.0017553279415915312
18,-60.388995373219586,0.002269382318463613
19,-71.36326448780167,0.0020685065009456594
20,-71.75908211493122,0.001502008751831454
21,-61.4891653317294,0.0016528986902267207
22,-60.766882512225635,0.0019176839490501153
23,-57.39146529140146,0.002216690442583058
24,-75.52917448252435,0.0036665621256906887
25,-57.38702197157538,0.0023960495273422566
26,-69.88638140819214,0.0021414971470039746
27,-54.84868981382556,0.0021019175006040313
28,-60.782324025653736,0.0034814432873463376
29,-82.57930101600037,0.0034086671807745006
30,-57.446146997524174,0.0026755059495917523
31,-70.71350624770797,0.004269656272044813
32,-69.38733020129405,8.789853879090005
33,-77.35359878300011,2.9528563442104496
34,-77.629158882959,3.133710534721031
35,-74.9268469144454,1.912708779014647
36,-63.47582847366513,2.7504591586531024
37,-75.94276557264351,2.576173191551643
38,-67.74245999346945,2.1707110635326536
39,-65.27145574271476,1.6338200125822915
40,-54.62825001390749,3.0668164157652793
41,-68.5960038615215,0.9258102724703349
42,-55.271904343042344,0.9865653182080132
43,-69.7116731813326,2.611643893145592
44,-63.93688732507466,0.9902587135109207
45,-72.24191035300956,1.4521056412025792
46,-73.12474555307972,1.6880413083385064
47,-60.39685362016258,1.234812187927855
48,-70.01252609416538,2.458454786811162
49,-69.72130994397605,0.8667019869790238
50,-77.64650989112275,3.220962622052757
51,-51.65784335767615,0.4724798213005124
52,-59.604368407059404,2.5460516898453354
53,-68.38955998353008,1.6067669962382933
54,-58.358414935418594,0.5195444234014576
55,-71.56981297461502,1.466045383085875
56,-76.2366226756081,1.1815258377457212
57,-64.31887481243899,1.028667492450768
58,-64.62985517301746,1.344186399594255
59,-65.7404472299389,1.2591245100775996
60,-68.34971186847459,1.263040736088733
61,-64.22097421868756,0.8071373708221654
62,-70.7407217106805,0.38976410043542276
63,-70.60575352765798,1.637924331393733
64,-55.841246915680976,0.2695678924124513
65,-60.55971332778077,0.005353215287104831
66,-83.19246949755636,0.0036453832472034264
67,-62.73301097290763,0.002592021678974561
68,-71.42777308063866,0.0030906149173461016
69,-62.962806627561875,0.002369172693870496
70,-59.051246400592206,0.0017511750569974538
71,-66.40713302996691,0.0013879722238380055
72,-60.42143216514726,0.0022992352682558704
73,-79.26350278965087,0.0020967864373960766
74,-76.15273595852733,5.124515517029795
75,-68.87328623678226,0.09244114504435856
76,-53.19495478108904,1.3918635007146805
77,-68.34603006335719,2.102975084365753
78,-69.38543792595274,0.6295419813686022
79,-63.55926407187831,1.135594933369066
80,-63.366355053988386,0.7108760217855888
81,-61.63859437227992,2.218323230572496
82,-68.90730160891194,1.4853070553916041
83,-70.24448365314322,0.1324376708823911
84,-53.61131428890098,1.2325125072129959
85,-65.61777044568262,0.7179705247284073
86,-61.15227088244265,0.6740778589221372
87,-71.86318499789532,0.7621166040375101
88,-66.71515718880678,0.5440041746943461
89,-58.05319625039762,0.22051715656216403
90,-67.96437911803346,0.5720266500667276
91,-67.94906996009243,0.7401555132212525
92,-75.97473003657919,0.1288444792534574
93,-67.59087512804558,0.0030219996119558346
94,-68.90633672639699,0.0024785574889756388
95,-57.39706881471707,0.0030806376386317423
96,-77.03732747445419,0.0030228267935308393
97,-65.82002140815786,0.004189296718686819
98,-71.88244283903896,0.002479525262497191
99,-63.06005376283757,0.003246396657159494
100,-75.24868075131607,0.0022136895078801897
101,-65.55813603007034,0.002763824768589984
102,-60.20948621566571,0.002474937656370457
103,-56.97296965560388,0.0020319342915354355
104,-60.60255838855669,0.0019515751081962663
105,-66.04537723316125,0.0016910868254672096
106,-61.84456574577351,0.002102048582673888
107,-63.017270618320694,0.002256754305308277
108,-58.2461412810271,0.002006518558082462
109,-66.36752503440927,0.002956680553743354
110,-64.26025619111228,0.002302314138851216
111,-65.42734923293366,0.002042308990512538
112,-62.02731104623925,0.0018969762809319946
113,-74.82286390228434,9.28607724685953
114,-79.03441938566489,0.751912866559287
115,-83.13961091038489,0.9725880233844509
